Valence Electrons, Adsorption Energy, Surface
6.316359598,1.159011071,Re6W6
5,1.160411097,Nb6Ta6
3.634241186,1.162705561,La6Zr6
5.646216173,1.165175402,Mo6Nb6
5.646216173,1.167087682,V6W6
4.30886938,1.167453812,Nb6Ti6
4.57885697,1.170262571,Ti6W6
4,1.174158152,Hf6Zr6
5.313292846,1.175953151,Mo6Nb6
4.217163327,1.179115114,Nb6Sc6
7,1.17924015,Nb6Tc6
4.30886938,1.192598219,Hf6Ta6
7,1.197909881,Ta6Tc6
7.268482371,1.208521368,Mo6Os6
6,1.209427779,Cr6W6
5.646216173,1.209958537,Mo6Nb6
5.313292846,1.210932297,V6W6
5,1.212889612,Ta6V6
5.646216173,1.215659594,Cr6V6
4.641588834,1.220943093,Nb6Zr6
4.30886938,1.225151605,Ta6Ti6
5,1.226309178,Ta6V6
6,1.229890468,Cr6Mo6
4.472135955,1.237112369,Hf6V6
6.316359598,1.238554436,Re6W6
4.762203156,1.240894207,Mo6Sc6
4.762203156,1.240894207,Mo6Sc6
4.762203156,1.240894207,Mo6Sc6
7.268482371,1.241308092,Os6W6
8,1.244411007,Ru6Zn6
4.30886938,1.246594992,Ta6Zr6
6.649399761,1.248992179,Mo6Tc6
5,1.252336322,Nb6V6
3,1.255821284,Sc6Y6
7.651724731,1.258727868,Os6Tc6
3,1.259106242,Sc6Y6
4,1.262184122,Zr12
4.57885697,1.267105029,W6Zr6
5.646216173,1.268940845,Cr6V6
5.646216173,1.272320907,Mo6V6
5.313292846,1.272667308,Mo6V6
4,1.273914677,Hf6Ti6
7,1.278900347,Re6Tc6
4.57885697,1.279766213,Hf6W6
4,1.282841508,Zr12
4.30886938,1.283404511,Hf6Nb6
4,1.286878725,Hf6Zr6
4,1.288465013,Ti12
4.30886938,1.293342789,Ti6V6
3.634241186,1.296586386,Hf6Sc6
5.313292846,1.296708021,Nb6W6
4.57885697,1.296989659,Mo6Ti6
7,1.298531864,Tc6V6
5.313292846,1.30426816,Cr6V6
3.634241186,1.305268994,La6Zr6
3.634241186,1.307547676,Y6Zr6
4,1.310324189,Ti12
3.634241186,1.311196722,Sc6Zr6
9,1.316527568,Ir6Y6
4.641588834,1.320359748,Nb6Ti6
5.313292846,1.321130238,Mo6V6
4.217163327,1.322039234,Nb6Sc6
6.32455532,1.322552169,Pt6Zr6
6,1.323318714,Cr6Mo6
4.30886938,1.323482798,Nb6Zr6
5.241482788,1.325873182,Mo6Ti6
7.651724731,1.329677606,Os6Re6
5.916079783,1.330921574,Tc6V6
5.241482788,1.333238079,Mo6Ti6
4,1.335109542,Hf6Zr6
5,1.335982483,Nb6Ta6
4.30886938,1.339113289,Ti6V6
7,1.342907236,La6Mn6
4,1.345748785,Hf6Ti6
5,1.349348035,Nb6V6
7.31861142,1.352806738,Re6Ru6
7.883735163,1.353990841,Pd6Re6
6.480740698,1.360349461,Tc6W6
4.30886938,1.364074836,Nb6Ti6
4.57885697,1.37337419,Ti6W6
5.646216173,1.374438427,Mo6V6
7.268482371,1.375850154,Mo6Ru6
5.744562647,1.377864069,Cu6Sc6
5.313292846,1.37883293,Mo6Nb6
7.651724731,1.379298381,Ru6Tc6
7,1.382594223,Re12
4.30886938,1.389192304,Hf6V6
3.77976315,1.390375455,Sc6W6
7.268482371,1.392553182,Ru6W6
6.649399761,1.393060674,Mo6Tc6
4.30886938,1.393364081,Ta6Zr6
5.313292846,1.393525717,Cr6Ta6
5.313292846,1.39548344,Mo6Ta6
7,1.396295019,Tc12
7,1.397030951,Re6Tc6
7.268482371,1.397355583,Cr6Os6
6.316359598,1.400260806,Mo6Re6
4.641588834,1.401297968,Nb6Ti6
6.316359598,1.404203872,Mo6Re6
6.082201996,1.405067153,Rh6Ta6
5.313292846,1.419843479,Cr6V6
6.082201996,1.42147276,Ir6Ta6
6.649399761,1.422872514,Cr6Tc6
7.31861142,1.43425109,Ru6Tc6
7.651724731,1.434349323,Re6Ru6
7,1.434722255,Ag6Re6
7.31861142,1.435521862,Os6Tc6
8.61773876,1.443342685,Os6Pd6
3.634241186,1.445581774,Sc6Zr6
8,1.447906307,Ru6Zr6
6,1.458369492,Sc6Zn6
4.57885697,1.462330381,W6Zr6
4.57885697,1.46501043,Cr6Hf6
4.57885697,1.46501043,Cr6Hf6
4.57885697,1.46501043,Cr6Hf6
5,1.471319253,Nb6V6
4.898979486,1.47493932,Cr6Ti6
8.61773876,1.480621193,Os6Pt6
3.77976315,1.483848191,Mo6Sc6
3.77976315,1.483848191,Mo6Sc6
3.77976315,1.483848191,Mo6Sc6
7.268482371,1.484951885,Os6W6
7.268482371,1.485213794,Mo6Os6
5.848035476,1.487429073,Fe6Ta6
7,1.487741188,Re6Y6
4.30886938,1.488755356,Nb6Zr6
7,1.488957264,La6Re6
4.57885697,1.493112987,Mo6Ti6
3,1.493886198,La6Sc6
3.556893304,1.494794242,Sc6V6
6.316359598,1.496570057,Mn6Mo6
7.611662611,1.499100988,Re6Rh6
6.603854498,1.500473122,Ru6W6
4,1.501768112,Ti6Zr6
6.316359598,1.504054548,Mn6Mo6
4,1.505128446,Ti6Zr6
3.979057208,1.507637743,Re6Sc6
7.883735163,1.50928961,Ni6Re6
7.883735163,1.50928961,Ni6Re6
7.883735163,1.50928961,Ni6Re6
7.883735163,1.509700638,Pt6Re6
6.316359598,1.514018677,Mo6Tc6
8.138223044,1.517061182,Ag6Re6
6.649399761,1.517795889,Mn6Mo6
9,1.518371954,Ir6La6
3.556893304,1.522835301,Sc6Ta6
6.32455532,1.52354443,Hf6Pd6
3.77976315,1.525936855,W6Y6
6.316359598,1.528085193,Mo6Tc6
7.883735163,1.531184026,Pd6Tc6
8,1.53167111,Os6Ru6
6.603854498,1.53197438,Os6W6
7.343420462,1.532117784,Au6W6
7.483314774,1.532449899,Mn6Ru6
8.320335292,1.534519325,Os6Rh6
5.848035476,1.537922109,Nb6Ru6
9.321697518,1.538341572,Ir6Pd6
6,1.54005657,Cd6W6
6.694329501,1.540139428,Cd6Ta6
7.268482371,1.542274842,Cr6Ru6
5.848035476,1.54887197,Ru6Ta6
7,1.552008082,Cr6Tc6
7.611662611,1.552453804,Co6Re6
3.556893304,1.553761447,Sc6Ta6
9,1.554122814,Co6V6
7,1.55654109,Re6Tc6
3,1.560266056,Sc12
6.603854498,1.562132077,Cr6Os6
6.603854498,1.562287998,Os6W6
7.343420462,1.563092911,Ag6W6
3.556893304,1.564065038,Sc6V6
6.603854498,1.565675543,Ru6W6
4.820284528,1.571825588,Hf6Re6
6.868285455,1.572259746,Co6W6
6.603854498,1.572816899,Cr6Ru6
7,1.574993674,Pd6Re6
7.398636223,1.577339159,Co6V6
5.313292846,1.579597296,Cr6Nb6
5.59344471,1.583404712,Re6Ta6
4.898979486,1.584946917,Mo6Zr6
8.61773876,1.585551146,Pd6Ru6
6.694329501,1.587503019,Ta6Zn6
3.556893304,1.588600046,Nb6Sc6
4.57885697,1.5897134,Cr6Zr6
3.301927249,1.591667993,Hf6Sc6
9,1.592259297,Ir6Zn6
6.868285455,1.594762472,Rh6W6
4.30886938,1.597564292,V6Zr6
8,1.59930963,Ru12
7.343420462,1.599692766,Ag6W6
5.848035476,1.600243389,Nb6Os6
4.820284528,1.601955121,Re6Zr6
6.603854498,1.602811871,Mo6Os6
3.301927249,1.604671905,Sc6Ti6
8.61773876,1.605499268,Os6Pd6
3,1.605617093,La6Y6
4.160167646,1.609488729,Os6Y6
7.113786609,1.610850114,Pd6W6
7.268482371,1.611043451,Cr6Fe6
3.77976315,1.61145652,Mo6Y6
3.556893304,1.614726376,Ta6Y6
4.898979486,1.614910189,Cr6Zr6
9,1.615074818,Cd6Ir6
7.113786609,1.615414552,Pt6W6
7.611662611,1.615436729,Rh6Tc6
7.268482371,1.61554367,Cr6Os6
6,1.61568272,Cd6Sc6
8.320335292,1.617091861,Co6Os6
8.138223044,1.617196081,Cu6Re6
10,1.619419931,Ni6Y6
5.59344471,1.621280238,Mn6Ta6
5.848035476,1.623112788,Ru6V6
6.32455532,1.62357062,Os6V6
6,1.625276774,Nb6W6
6.082201996,1.625468886,Co6V6
8,1.626479789,Ru6Ti6
7.611662611,1.626823741,Ir6Re6
8,1.629171131,Hf6Ru6
3.77976315,1.629989241,W6Y6
8.138223044,1.630774834,Cu6Re6
3.77976315,1.632895009,Sc6W6
6.082201996,1.635388796,Nb6Rh6
6.082201996,1.637041207,Ir6Nb6
5.59344471,1.639546967,Nb6Re6
7,1.640166843,Re12
7.343420462,1.650907584,Cu6W6
8.61773876,1.653115652,Ni6Os6
5.848035476,1.653146537,Os6Ta6
4.57885697,1.654156351,Hf6Mo6
8,1.655165213,Nb6Os6
6.082201996,1.656796264,Rh6V6
4.57885697,1.660103535,Cr6Ti6
4.57885697,1.660180544,Cr6Ti6
3.556893304,1.660185441,Ta6Y6
7.31861142,1.66089457,Re6Ru6
6.32455532,1.661174983,Hf6Pt6
3.556893304,1.665420776,Nb6Sc6
6.082201996,1.665885002,Ir6V6
6.603854498,1.666186776,Mo6Ru6
7.268482371,1.666718351,Ru6W6
9,1.667561767,Ir6Sc6
6,1.667920822,Cd6W6
8,1.677095004,Os12
5.744562647,1.677475011,Ag6Sc6
3.301927249,1.678218834,Sc6Zr6
9.321697518,1.678740204,Ir6Pt6
6.868285455,1.678945242,Rh6W6
7.343420462,1.683313349,Cu6W6
8.320335292,1.68369703,Rh6Ru6
5.848035476,1.684340579,Os6V6
7.343420462,1.684496772,Au6W6
7.113786609,1.685060592,Pd6W6
7.559526299,1.686820896,W6Zn6
5,1.691173901,Cr6Ta6
6.868285455,1.695366632,Ir6W6
6.603854498,1.695728951,Mo6Ru6
9,1.698238249,Ir6Rh6
5,1.700424547,Re6Ta6
7.398636223,1.704082438,Ir6Nb6
8.61773876,1.704283666,Pt6Ru6
11,1.70533974,Cu6Y6
3.556893304,1.705689542,Nb6Y6
7.883735163,1.706457447,Pt6Tc6
3,1.706533639,La6Y6
7.268482371,1.707572434,Mo6Ru6
3.77976315,1.707825092,Mo6Y6
9.321697518,1.708695312,Ir6Pd6
3,1.70884824,La6Sc6
8.320335292,1.709302806,Ir6Os6
6.868285455,1.709325663,Cr6Rh6
7.113786609,1.713947245,Mo6Pd6
7,1.714111738,Re6Tc6
7,1.714999509,Cd6Re6
5.59344471,1.715640201,Mn6Nb6
8.320335292,1.716112046,Co6Ru6
7,1.716465658,Tc12
6.694329501,1.716493142,Ta6Zn6
9,1.717168664,Cd6Rh6
6.603854498,1.717840105,Mo6Os6
6,1.719532925,Y6Zn6
6,1.719576192,Au6W6
3.556893304,1.7197581,Nb6Y6
4.820284528,1.720586278,Re6Ti6
7.113786609,1.726820678,Cr6Pd6
9.321697518,1.727759879,Ir6Ni6
6.868285455,1.72981325,Ir6W6
6.603854498,1.731334911,Cr6Ru6
7.398636223,1.731434505,Ir6V6
3.979057208,1.731847845,Re6Sc6
6.603854498,1.732635343,Cr6Fe6
6.694329501,1.733068548,Cd6Ta6
5.59344471,1.733686927,Ta6Tc6
8,1.735675127,Fe6Os6
8.61773876,1.735675807,Os6Pt6
3.77976315,1.737020049,Mo6Sc6
3.77976315,1.737020049,Mo6Sc6
3.77976315,1.737020049,Mo6Sc6
5,1.737143589,Hg6Ta6
9,1.737972856,Co6W6
3.301927249,1.739788399,Ti6Y6
10,1.740227047,Nb6Ni6
4.57885697,1.741775647,Mo6Zr6
7.268482371,1.743557312,Cr6Fe6
9,1.744027253,Ag6Ir6
9.321697518,1.745640616,Pd6Rh6
7.611662611,1.747814941,Ir6Tc6
6.868285455,1.749373745,Mo6Rh6
8.61773876,1.750000015,Ni6Ru6
8.61773876,1.750000015,Ni6Ru6
8.61773876,1.750000015,Ni6Ru6
6.32455532,1.750108589,Ru6V6
7.883735163,1.750169406,Ni6Re6
7.883735163,1.750169406,Ni6Re6
7.883735163,1.750169406,Ni6Re6
7.343420462,1.750476895,Au6Mo6
3.301927249,1.751400857,Hf6Y6
6.649399761,1.75149705,Tc6W6
7.611662611,1.754005939,Re6Rh6
6.868285455,1.755178206,Mo6Rh6
8,1.75613142,Os6Ru6
7.113786609,1.759121679,Mo6Pt6
6.502957234,1.763020254,Ag6Ta6
9.62260299,1.76341999,Cu6Ir6
7.862224183,1.763987075,Ir6Mo6
6.603854498,1.764426539,Cr6Os6
6.868285455,1.765145191,Cr6Ir6
5.59344471,1.766363989,Nb6Tc6
7.113786609,1.772626553,Ni6W6
5.428835233,1.773905352,Hf6Pt6
6.868285455,1.77607614,Ir6Mo6
7.113786609,1.777381062,Ni6W6
7.862224183,1.781368074,Co6W6
8.61773876,1.783190965,Pd6Ru6
5.428835233,1.78458133,Pt6Zr6
5.428835233,1.786092923,Hf6Pd6
7.862224183,1.790238713,Cr6Ir6
6.868285455,1.790796547,Cr6Rh6
7.883735163,1.79084852,Pd6Tc6
7.31861142,1.791174785,Os6Re6
6.502957234,1.793768166,Ag6Ta6
6.299605249,1.794784647,Ni6Ta6
3,1.796520869,Y12
7.268482371,1.796577469,Cr6Ru6
6.92820323,1.798877103,Cr6Fe6
3.301927249,1.799719431,Sc6Ti6
6,1.800112228,Cr6La6
5,1.801093334,Ta6Tc6
6.868285455,1.802240838,Co6W6
9.321697518,1.802499346,Ir6Pt6
6.502957234,1.80674786,Au6Ta6
7.31861142,1.80701698,Ru6Tc6
6,1.808719052,Cr6V6
3.301927249,1.809722064,Y6Zr6
8.61773876,1.810369287,Ni6Os6
7.883735163,1.81061487,Pt6Re6
9,1.816983694,Co6Ir6
7.651724731,1.81844304,Os6Tc6
3.301927249,1.818999377,Sc6Zr6
8.653497422,1.821629221,Fe6Ir6
5.768998281,1.825249424,Cd6Ti6
8,1.827539942,Mn6Ru6
6.868285455,1.82802825,Ir6Mo6
7.113786609,1.828297235,Pt6W6
6.603854498,1.828781189,Cr6Fe6
6.299605249,1.830893065,Pd6Ta6
9.62260299,1.831763421,Cu6Ir6
6,1.833897882,Mo6Nb6
3.301927249,1.835366616,Hf6Sc6
7.343420462,1.836787187,Ag6Mo6
3,1.838049115,Sc6Y6
4.582575695,1.838175784,Mn6Y6
3,1.839902482,La12
8.276772529,1.840564399,Co6Re6
7.113786609,1.840744266,Cr6Pd6
5,1.843052064,Nb6Ru6
5.744562647,1.843642143,Ag6Y6
5.768998281,1.844507192,Cd6Hf6
8,1.851054796,Fe6Ru6
7.343420462,1.851158471,Cr6Cu6
6,1.85220366,Re6W6
8.320335292,1.862003704,Co6Os6
7.398636223,1.862780997,Ir6Nb6
8.276772529,1.864708516,Ir6Tc6
6.92820323,1.866088949,Cr6Fe6
7.113786609,1.867945174,Cr6Pt6
7,1.869157985,La6Tc6
4.820284528,1.870942916,Hf6Tc6
7.559526299,1.873073431,W6Zn6
8.320335292,1.875739875,Ir6Ru6
5,1.876658259,Cd6V6
6.694329501,1.87763746,Nb6Zn6
6.299605249,1.878734896,Pd6Ta6
8.653497422,1.880955481,Co6Ru6
9,1.882638096,Rh6Y6
6.694329501,1.883740838,Cd6V6
8.895920362,1.884561941,Cu6Os6
8.138223044,1.885343588,Cu6Tc6
7.113786609,1.88605884,Mo6Pd6
6.502957234,1.886466602,Cu6Ta6
6.868285455,1.887066341,Cr6Ir6
6.502957234,1.887426756,Cu6Ta6
4.820284528,1.887943364,Tc6Zr6
3.556893304,1.888176838,La6Ta6
9,1.88966081,Ir12
6.502957234,1.890731306,Au6Ta6
5.428835233,1.89170561,Ni6Zr6
5.768998281,1.892816106,Cd6Hf6
4,1.893439247,Cd6Ti6
9.321697518,1.893514623,Pt6Rh6
7.113786609,1.89413409,Mo6Ni6
7.343420462,1.896682708,Cu6Mo6
8,1.897778102,Fe6Os6
7.31861142,1.898540021,Os6Tc6
8.320335292,1.89885853,Os6Rh6
9.321697518,1.899525753,Pd6Rh6
7,1.901166872,Re6Zn6
7,1.901685521,Re6Zn6
5.428835233,1.903107724,Hf6Ni6
6.839903787,1.907694067,Nb6Os6
9,1.907733523,Ag6Rh6
4.160167646,1.911372501,Os6Sc6
5.744562647,1.917778197,Ag6La6
9.321697518,1.918521204,Ir6Ni6
8.276772529,1.919199176,Rh6Tc6
6.299605249,1.921188192,Ni6Ta6
7.611662611,1.922671212,Rh6Tc6
6,1.922794344,Cd6La6
6.299605249,1.923490275,Pd6V6
7.862224183,1.923733545,Mo6Rh6
3.77976315,1.92554487,La6W6
7.398636223,1.925742833,Ir6Ta6
9,1.926347062,Rh12
6.694329501,1.928084101,Cd6Nb6
7.343420462,1.929447935,Ag6Mo6
11,1.932517652,Cu6Ta6
3.301927249,1.932741737,Ti6Y6
6.32455532,1.933521479,Pd6Zr6
3,1.934841776,La6Zn6
11,1.93691161,Cu6La6
6,1.938470958,Cr6Nb6
3.77976315,1.939591931,La6W6
6,1.940358884,Cd6Mo6
7.651724731,1.940487186,Ru6Tc6
8.653497422,1.942069936,Ir6Ru6
7,1.942400146,Ag6Tc6
7.611662611,1.943567786,Ir6Re6
6.299605249,1.945962932,Pt6Ta6
10,1.946629203,La6Ni6
9,1.946864173,Co6Rh6
3.556893304,1.947884464,La6Nb6
8.61773876,1.948397807,Pt6Ru6
5,1.948953736,Nb6Tc6
5.291502622,1.949428438,Hf6Re6
3.301927249,1.952957891,Y6Zr6
4,1.953499533,Hf6Zn6
8.138223044,1.95520283,Ag6Tc6
7.862224183,1.956287476,Ir6W6
4.820284528,1.958010092,Tc6Ti6
7.398636223,1.958980858,Nb6Rh6
7.651724731,1.959217597,Os6Re6
8.61773876,1.960218976,Ni6Ru6
8.61773876,1.960218976,Ni6Ru6
8.61773876,1.960218976,Ni6Ru6
6.299605249,1.962221734,Pd6V6
5.768998281,1.964539464,Hf6Zn6
8,1.965458392,Cu6Os6
7.862224183,1.965910509,Cr6Rh6
5.428835233,1.96619514,Pd6Zr6
9.321697518,1.966217318,Ni6Rh6
9.321697518,1.966217318,Ni6Rh6
9.321697518,1.966217318,Ni6Rh6
5.604078661,1.966635285,Cu6Hf6
8.320335292,1.9674753,Co6Ru6
3.301927249,1.968100482,Hf6Y6
8,1.96858498,Cd6Ru6
5.604078661,1.97001766,Cu6Hf6
4.898979486,1.970443518,Cr6Hf6
4.898979486,1.970443518,Cr6Hf6
4.898979486,1.970443518,Cr6Hf6
7.651724731,1.971814835,Fe6Tc6
9,1.975080474,Rh6Zr6
3,1.980335128,Sc12
9,1.981092149,Hg6Rh6
9.62260299,1.984283228,Au6Rh6
6.299605249,1.984526225,Pt6Ta6
6.694329501,1.985552503,Nb6Zn6
9.62260299,1.987524103,Cu6Rh6
8.895920362,1.989090391,Cu6Os6
5.768998281,1.990415177,Cd6Zr6
7.113786609,1.991060631,Mo6Ni6
7.113786609,1.9923646,Cr6Pt6
9.321697518,1.992703926,Pt6Rh6
8.138223044,1.992735356,Cu6Tc6
6.502957234,1.993154955,Ag6V6
8,1.993177405,Cd6Os6
5.0396842,1.993551289,Fe6Hf6
7.398636223,1.99595283,Ir6V6
7.343420462,1.996349844,Cr6Cu6
6.502957234,1.997783611,Au6V6
8,1.998363214,Os6Ta6
3.301927249,1.999209352,Hf6La6
8.276772529,1.999558338,Ir6Re6
6.299605249,2.000661215,Nb6Ni6
6,2.000757952,V6W6
6.299605249,2.000818225,Pt6V6
7.113786609,2.00197811,Mo6Pt6
6,2.002342199,Cd6Mo6
8.653497422,2.002961258,Co6Os6
4,2.005152318,Hg6Ti6
7.398636223,2.006232882,Rh6V6
5.604078661,2.009933222,Cu6Zr6
9,2.010220574,La6Rh6
7.398636223,2.010847661,Ir6Ta6
7.343420462,2.011049025,Au6Mo6
8.653497422,2.011659785,Fe6Ir6
6.502957234,2.011710398,Au6Nb6
3.301927249,2.012838582,La6Zr6
7.883735163,2.019123459,Pt6Tc6
5.744562647,2.019211488,Au6Sc6
8.276772529,2.019567821,Re6Rh6
3.556893304,2.019693538,La6Ta6
6.299605249,2.028585946,Nb6Pd6
5.0396842,2.028816562,Fe6Zr6
6,2.033004122,Cr6Zn6
4.160167646,2.03319433,Fe6Y6
7.651724731,2.035356002,Re6Ru6
5,2.035513828,Mn6Ta6
5.656854249,2.036563099,Os6Ti6
3.77976315,2.03727767,La6Mo6
5.604078661,2.041283185,Ag6Ti6
9.62260299,2.041484006,Au6Rh6
8.653497422,2.043513975,Rh6Ru6
5,2.044353718,Ag6V6
5.768998281,2.045145569,Cd6Zr6
8.377718728,2.045594693,Re6Zn6
6,2.049472043,Cr6Zn6
4.820284528,2.051355479,Mn6Zr6
6.694329501,2.053697291,V6Zn6
7.559526299,2.054952552,Mo6Zn6
7.343420462,2.057049597,Cu6Mo6
9,2.057340623,Ir6Rh6
3.979057208,2.059706925,Mn6Y6
3.556893304,2.060853205,La6Nb6
9,2.061723289,Co6Ir6
6.299605249,2.06219078,Nb6Pd6
6.694329501,2.063188758,Cd6Nb6
10,2.063205493,Pd6Pt6
9,2.064652322,Ir6Rh6
5.768998281,2.067588158,Ti6Zn6
5.604078661,2.068734574,Ag6Hf6
5,2.068991585,Fe6Ta6
5.428835233,2.069315945,Pd6Ti6
8.320335292,2.0694286,Rh6Ru6
6.299605249,2.069791872,Pt6V6
5.768998281,2.074771964,Zn6Zr6
9,2.076354986,Rh6Zn6
7.862224183,2.079235039,Rh6W6
5,2.08451051,Ru6Ta6
8,2.084632417,Ru6Ta6
8,2.085094058,Os6Ru6
5.291502622,2.085213788,Re6Zr6
8,2.085834752,Os6Zn6
9.654893846,2.093367135,Pt6Rh6
6.694329501,2.09504322,V6Zn6
3,2.096362428,La6Sc6
6.502957234,2.097416461,Ag6Nb6
3,2.097938239,La6Y6
9.62260299,2.099228059,Cu6Rh6
6.502957234,2.100642779,Au6V6
5.768998281,2.105341912,Ti6Zn6
9,2.106999494,Co12
5.0396842,2.110743236,Os6Zr6
5.241482788,2.110845143,Co6Hf6
5.241482788,2.11152638,Co6Ti6
7.611662611,2.112557147,Ir6Tc6
8.895920362,2.115206311,Cu6Ru6
8.895920362,2.11657518,Cu6Ru6
8.895920362,2.117695881,Ag6Ru6
8,2.11848365,Ag6Ru6
6.299605249,2.119152778,Nb6Pt6
6.299605249,2.119377544,Nb6Ni6
5.604078661,2.119875921,Au6Hf6
7.559526299,2.127712527,Mo6Zn6
6.502957234,2.128556624,Ag6Nb6
