adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy,Work Function
O,Ag6Ir6,0.507282373,bridge|B_B|A,L1_o,"['Ir', 'Ir']","[11, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,396.215,9.395,2.2,8.96702,1.5638,586.0,-1.6669280868789,1.92629224493724,0.808669260888165,21.28,5.15849431166805
O,Ag6Ir6,0.40542268,hollow|A_B_B|FCC,L1_o,"['Ag', 'Ir', 'Ir']","[9, 11, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,396.215,9.395,2.106044565193525,8.503424666666668,1.4765333333333337,479.4333333333333,-2.38687400440588,1.99109241896224,0.86843347252408,21.28,5.15849431166805
O,Ag6Ir6,1.212680492,hollow-tilt|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 11]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,396.215,9.395,2.0161016866278105,8.039829333333333,1.3892666666666664,372.8666666666666,-3.09575434577456,1.7893113394473,0.92727114635409,21.28,5.15849431166805
O,Ag6La6,-0.931313831,top|B,L1_o,['La'],[10],"['La', 'La', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,392.865,16.33,1.1,5.5769,0.47,406.2,-0.601611690175221,2.83108534804993,0.470485230763912,11.0,3.28923317706374
O,Ag6La6,-2.912099171,bridge|B_B|A,L1_o,"['La', 'La']","[9, 10]","['La', 'La', 'Ag', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,392.865,16.33,1.1,5.5769,0.47,406.2,-0.601534043839162,2.83099416242148,0.47046046207397,11.0,3.28923317706374
O,Ag6Mn6,0.96435158,bridge|B_B|A,L1_o,"['Mn', 'Mn']","[9, 10]","['Mn', 'Mn', 'Ag', 'Ag', 'Mn', 'Mn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,649.89,8.809999999999999,1.55,7.434038,0.0,233.2,-3.10709766988367,1.02707901201159,0.993760689052794,4.8068,4.30370668315683
O,Ag6Mo6,-0.888006641,top|B,L1_o,['Mo'],[10],"['Mo', 'Mo', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,361.615,9.825,2.16,7.09243,0.748,636.0,-4.03175681920449,1.65023981971424,0.985109173052563,15.52,5.03021585301831
O,Ag6Mo6,-1.436209357,bridge|B_B|B,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,361.615,9.825,2.16,7.09243,0.748,636.0,-2.44050376182167,3.24498454908876,0.788139219552628,15.52,5.03021585301831
O,Ag6Mo6,-1.454437175,bridge|B_B|A,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,361.615,9.825,2.16,7.09243,0.748,636.0,-0.642507938652478,3.64070164106448,0.565569669445393,15.52,5.03021585301831
O,Ag6Mo6,-1.431986967,bridge-tilt|B_B|A,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,361.615,9.825,2.16,7.09243,0.748,636.0,-0.642507938652478,3.64070164106448,0.565569669445393,15.52,5.03021585301831
O,Ag6Nb6,-1.144779382,top|B,L1_o,['Nb'],[10],"['Nb', 'Nb', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,369.285,10.55,1.6,6.75885,0.916,716.8,-4.36261057798946,1.73007367212625,0.981991362395478,10.67,4.67078199770956
O,Ag6Nb6,-1.91167414,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.285,10.55,1.93,7.576234,1.302,266.3,-0.452977269495362,3.59111049756187,0.522957924666842,10.67,4.67078199770956
O,Ag6Nb6,-1.912962191,bridge|B_B|A,L1_o,"['Nb', 'Nb']","[9, 10]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.285,10.55,1.6,6.75885,0.916,716.8,-0.452977269495362,3.59111049756187,0.522957924666842,10.67,4.67078199770956
O,Ag6Nb6,-1.104305033,top-tilt|A,L1_o,['Ag'],[12],"['Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[6, 7, 8, 9, 10, 11, 12]",1,369.285,10.55,1.93,7.576234,1.302,266.3,-0.452849002433107,3.59112664115912,0.522935712738748,10.67,4.67078199770956
O,Ag6Ni6,0.203387543,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,380.465,8.43,1.91,7.639878,1.156,395.2,-1.14967102669748,1.10636320736419,0.949890105885248,9.276,4.94744796700317
O,Ag6Ni6,1.214890465,hollow-tilt|A_A_B|FCC,L1_o,"['Ni', 'Ag', 'Ag']","[9, 11, 12]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,380.465,8.43,1.923310171626264,7.597448666666667,1.2533333333333334,309.26666666666665,-3.02992298134227,1.78736633726285,0.972845387191032,9.276,4.94744796700317
O,Ag6Pd6,2.66695712,top|B,L1_o,['Pd'],[10],"['Pd', 'Pd', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,398.8,9.415,2.2,8.336839,0.562,396.7,-3.53307442584159,1.14853696166261,0.986249646813724,2.146,5.03455996086098
O,Ag6Pd6,1.684438676,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,398.8,9.415,2.2,8.336839,0.562,396.7,-1.40881922267242,1.30392161420193,0.943049322898426,2.146,5.03455996086098
O,Ag6Pd6,2.103357386,hollow|A_A_B|HCP,L1_o,"['Pd', 'Ag', 'Ag']","[10, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.0161016866278105,7.829769,1.0553333333333337,309.76666666666665,-2.82795529665919,1.56405643954925,0.971910199264766,2.146,5.03455996086098
O,Ag6Pd6,1.956787485,hollow|A_A_B|FCC,L1_o,"['Pd', 'Ag', 'Ag']","[9, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.0161016866278105,7.829769,1.0553333333333337,309.76666666666665,-2.82795676960717,1.56405983548058,0.971910048548939,2.146,5.03455996086098
O,Ag6Pd6,1.581738015,hollow|A_B_B|HCP,L1_o,"['Pd', 'Pd', 'Ag']","[9, 10, 11]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.106044565193525,8.083303999999998,0.8086666666666666,353.2333333333333,-2.11985779743877,1.60546982916586,0.957510420194425,2.146,5.03455996086098
O,Ag6Pd6,1.575832873,hollow|A_B_B|FCC,L1_o,"['Pd', 'Pd', 'Ag']","[9, 10, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.106044565193525,8.083303999999998,0.8086666666666666,353.2333333333333,-2.82795529665919,1.56405643954925,0.971910199264766,2.146,5.03455996086098
O,Ag6Pt6,2.310644049,top|B,L1_o,['Pt'],[11],"['Ag', 'Ag', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 8, 9, 10, 11, 12]",1,400.475,9.68,2.28,8.95883,2.128,510.0,-1.72866899935063,1.63853381855913,0.917455065436546,4.655,5.26108720639912
O,Ag6Pt6,2.078359785,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Pt']","[9, 10, 11]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.040248912341853,8.037099333333334,1.5773333333333333,347.5333333333333,-2.34629478771539,1.74021941467687,0.940007180274866,4.655,5.26108720639912
O,Ag6Pt6,1.845480135,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Pt']","[9, 10, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.040248912341853,8.037099333333334,1.5773333333333333,347.5333333333333,-2.95991529045612,1.61684654786584,0.962408737489664,4.655,5.26108720639912
O,Ag6Pt6,1.267181493,hollow|A_B_B|HCP,L1_o,"['Ag', 'Pt', 'Pt']","[10, 11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.156795660265345,8.497964666666668,1.8526666666666665,428.76666666666665,-2.95993941812421,1.61681980916384,0.962410274456217,4.655,5.26108720639912
O,Ag6Pt6,1.338576953,hollow|A_B_B|FCC,L1_o,"['Ag', 'Pt', 'Pt']","[9, 11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.156795660265345,8.497964666666668,1.8526666666666665,428.76666666666665,-2.34630256869931,1.74020992585401,0.940007788199219,4.655,5.26108720639912
O,Ag6Re6,-0.496411289,top|B,L1_o,['Re'],[11],"['Ag', 'Ag', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 8, 9, 10, 11, 12]",1,342.315,9.565,1.9,7.83352,0.15,738.0,-0.895943513581924,4.13463464691044,0.627762758754429,22.25,5.24041135372826
O,Ag6Re6,-1.01023283,bridge|B_B|B,L1_o,"['Re', 'Re']","[11, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,342.315,9.565,1.9,7.83352,0.15,738.0,-2.4569051964705,3.51678581041093,0.810349385182398,22.25,5.24041135372826
O,Ag6Rh6,0.612177904,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,2.28,7.4589,1.137,516.7,-1.24822650875546,2.19183122184009,0.839658406607651,27.47,5.07007119191537
O,Ag6Rh6,1.549536608,hollow|A_A_B|FCC,L1_o,"['Rh', 'Ag', 'Ag']","[9, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912341853,7.537122666666666,1.247,349.76666666666665,-2.91028822641798,2.14177113142337,0.93734340136637,27.47,5.07007119191537
O,Ag6Rh6,0.523464711,hollow|A_B_B|FCC,L1_o,"['Rh', 'Rh', 'Ag']","[9, 10, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.156795660265345,7.498011333333332,1.192,433.23333333333335,-2.91026864408831,2.14178372788582,0.937339449356667,27.47,5.07007119191537
O,Ag6Rh6,1.345236803,hollow-tilt|A_A_B|HCP,L1_o,"['Rh', 'Ag', 'Ag']","[10, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912341853,7.537122666666666,1.247,349.76666666666665,-2.91026864408831,2.14178372788582,0.937339449356667,27.47,5.07007119191537
O,Ag6Ru6,0.274504087,bridge|B_B|B,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.55999999999995,9.22,2.2,7.3605,1.05,605.7,-1.35232288793844,3.07171978765315,0.713778939463128,13.38,5.01845225121568
O,Ag6Ru6,0.082503011,hollow|A_B_B|FCC,L1_o,"['Ru', 'Ru', 'Ag']","[9, 10, 12]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.55999999999995,9.22,2.106044565193525,7.432411333333333,1.134,492.56666666666666,-3.06483905977672,2.51532924610216,0.896080282442125,13.38,5.01845225121568
O,Ag6Sc6,-3.026763317,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.715,12.635,1.93,7.576234,1.302,266.3,0.012999223810908,1.91278356049895,0.275211663827942,19.02,3.82080226487984
O,Ag6Sc6,-3.028793694,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.715,12.635,1.36,6.56149,0.188,334.0,0.012999223810908,1.91278356049895,0.275211663827942,19.02,3.82080226487984
O,Ag6Ta6,-2.283985328,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.33,10.56,1.93,7.576234,1.302,266.3,-4.49911626162187,2.31122133920977,0.974491789404638,6.743,4.75370121454897
O,Ag6Ta6,-2.283868999,bridge|B_B|A,L1_o,"['Ta', 'Ta']","[11, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.33,10.56,1.5,7.549571,0.322,771.0,0.212409092312873,4.23539379665591,0.416541959475927,6.743,4.75370121454897
O,Ag6Ta6,-1.323366606,top-tilt|B,L1_o,['Ta'],[11],"['Ag', 'Ag', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 8, 9, 10, 11, 12]",1,369.33,10.56,1.5,7.549571,0.322,771.0,0.212743717049377,4.2352942031958,0.416507399462698,6.743,4.75370121454897
O,Ag6Ti6,-2.648170789,bridge|B_B|A,L1_o,"['Ti', 'Ti']","[9, 10]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,351.80499999999995,10.455,1.54,6.82812,0.079,443.7,-0.075515610325033,2.37319327659619,0.425691402720871,26.85,4.34025656358754
O,Ag6Ti6,-1.307117192,hollow-tilt|A_A_B|FCC,L1_o,"['Ti', 'Ag', 'Ag']","[9, 11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.80499999999995,10.455,1.79010475547684,7.326862666666667,0.8943333333333332,325.4333333333333,-3.41733849936043,2.57621032114811,0.843953617234667,26.85,4.34025656358754
O,Ag6V6,-1.107157603,top|B,L1_o,['V'],[10],"['V', 'V', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,355.765,9.295,1.63,6.746187,0.525,475.8,-4.33967039971579,1.37076521007402,0.987942278909002,22.89,4.76030759362066
O,Ag6V6,-2.031020684,bridge|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8,-0.354375245834724,2.86862231611764,0.529882707189387,22.89,4.76030759362066
O,Ag6V6,-2.036006218,bridge|B_B|A,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8,-4.33960708758282,1.37094022844015,0.987929054383515,22.89,4.76030759362066
O,Ag6V6,-1.102376835,top-tilt|B,L1_o,['V'],[10],"['V', 'V', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,355.765,9.295,1.63,6.746187,0.525,475.8,-4.33967039971579,1.37076521007402,0.987942278909002,22.89,4.76030759362066
O,Ag6W6,-1.156093331,top|A,L1_o,['Ag'],[9],"['Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[6, 7, 8, 9, 10, 11, 12]",1,362.525,9.87,1.93,7.576234,1.302,266.3,-4.13717565698726,1.85610475887156,0.980388286113969,22.34,5.10299517103485
O,Ag6W6,-1.169014793,top|B,L1_o,['W'],[11],"['Ag', 'Ag', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,362.525,9.87,2.36,7.86403,0.81626,835.0,-0.690598168992269,4.28221631617804,0.558905564715785,22.34,5.10299517103485
O,Ag6W6,-1.746280083,bridge|B_B|B,L1_o,"['W', 'W']","[11, 12]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,362.525,9.87,2.36,7.86403,0.81626,835.0,-2.55221131253024,3.63927656445551,0.786563813103412,22.34,5.10299517103485
